"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_add_zero","","Tue Nov 19 18:39:53 GMT 2024","passed","Tue Nov 19 18:39:53 GMT 2024","","test_mymath","",""
"","1","test_add_string__expect_exception","","Tue Nov 19 18:39:53 GMT 2024","passed","Tue Nov 19 18:39:53 GMT 2024","","test_mymath","",""
"","0","test_add_negative","","Tue Nov 19 18:39:53 GMT 2024","passed","Tue Nov 19 18:39:53 GMT 2024","","test_mymath","",""
"","0","test_add_positive","","Tue Nov 19 18:39:53 GMT 2024","passed","Tue Nov 19 18:39:53 GMT 2024","","test_mymath","",""
